amenity,name,geometry,icon,color
place_of_worship,Betania Baptist Church,"POLYGON ((-97.701039 30.266677, -97.701031 30.266674, -97.701044 30.266646, -97.700964 30.266618, -97.701004 30.266531, -97.701091 30.266561, -97.701086 30.266571, -97.70122 30.266617, -97.701235 30.266585, -97.701309 30.266611, -97.701339 30.266548, -97.701355 30.266553, -97.701394 30.266468, -97.701504 30.266506, -97.701489 30.266539, -97.701513 30.266547, -97.701452 30.26668, -97.701504 30.266698, -97.701494 30.266719, -97.701568 30.266745, -97.701522 30.266845, -97.701039 30.266677))",institution,orange
place_of_worship,Saint Julia Catholic Church,"POLYGON ((-97.704227 30.262949, -97.704109 30.262906, -97.704121 30.262881, -97.703891 30.262797, -97.703912 30.262755, -97.703896 30.262749, -97.703914 30.262713, -97.70393 30.262719, -97.703949 30.262678, -97.704275 30.262797, -97.704221 30.262909, -97.704253 30.262921, -97.704237 30.262953, -97.704227 30.262949))",institution,orange
restaurant,Marcelino's,"POLYGON ((-97.703459 30.262592, -97.703514 30.262483, -97.703617 30.262522, -97.703561 30.262632, -97.703459 30.262592))",cutlery,green
bar,Lustre Pearl,"POLYGON ((-97.7382111 30.260697, -97.7382384 30.2606206, -97.7383677 30.2606551, -97.7383592 30.2606789, -97.7383781 30.260684, -97.7383704 30.2607056, -97.7383258 30.2606937, -97.7383148 30.2607246, -97.7382111 30.260697))",beer,green
cafe,Arab Cowboy,"POLYGON ((-97.7470255 30.287827, -97.7470235 30.287856, -97.7470485 30.287858, -97.7470365 30.288024, -97.7469155 30.288016, -97.7469295 30.287851, -97.7469205 30.28785, -97.7469235 30.287821, -97.7470255 30.287827))",coffee,green
bar,Cain & Abel's,"POLYGON ((-97.7472945 30.2879, -97.7472875 30.2879, -97.7472925 30.287807, -97.7473695 30.28781, -97.7473705 30.287804, -97.7474545 30.287808, -97.7474475 30.287911, -97.7474185 30.28791, -97.7473735 30.288012, -97.7473205 30.288009, -97.7472945 30.2879))",beer,green
place_of_worship,Congregational Church of Austin,"POLYGON ((-97.742259 30.286752, -97.742274 30.286583, -97.742379 30.28659, -97.742372 30.286672, -97.742454 30.286677, -97.742456 30.286654, -97.742582 30.286662, -97.742573 30.28676, -97.742444 30.286752, -97.742443 30.286764, -97.742259 30.286752))",institution,orange
cafe,Tapioca House,"POLYGON ((-97.7424722 30.2824609, -97.7422378 30.2824466, -97.7422419 30.2823877, -97.7424767 30.282405, -97.7424722 30.2824609))",coffee,green
restaurant,Look Noodles & More,"POLYGON ((-97.7422691 30.28259, -97.7424066 30.2825986, -97.7424 30.2826722, -97.7422627 30.282663, -97.7422637 30.2826544, -97.7422691 30.28259))",cutlery,green
place_of_worship,The Church of Jesus Christ of Latter-day Saints,"POLYGON ((-97.743273 30.283455, -97.743475 30.283471, -97.743444 30.283779, -97.743242 30.283764, -97.743273 30.283455))",institution,orange
place_of_worship,Chabad House,"POLYGON ((-97.743743 30.284179, -97.743673 30.284174, -97.743677 30.284123, -97.743645 30.284121, -97.74365 30.284069, -97.743684 30.284071, -97.743685 30.284059, -97.743843 30.284069, -97.743832 30.284186, -97.743799 30.284183, -97.743798 30.284203, -97.743741 30.284199, -97.743743 30.284179))",institution,orange
place_of_worship,Intervarsity Christian Church,"POLYGON ((-97.743216 30.285203, -97.743369 30.285212, -97.743364 30.285283, -97.743313 30.28528, -97.74331 30.285324, -97.743207 30.285318, -97.743216 30.285203))",institution,orange
place_of_worship,Nueces Mosque,"POLYGON ((-97.744237 30.283206, -97.744238 30.283187, -97.744258 30.283188, -97.744261 30.283151, -97.744299 30.283153, -97.7443 30.283148, -97.744317 30.283149, -97.744319 30.283126, -97.744388 30.28313, -97.744386 30.283154, -97.744414 30.283156, -97.744413 30.283164, -97.744453 30.283167, -97.744444 30.28327, -97.744252 30.283256, -97.744256 30.283208, -97.744237 30.283206))",institution,orange
place_of_worship,Saint Austin Catholic Church,"POLYGON ((-97.742451 30.2833601, -97.742457 30.2832955, -97.7424197 30.2832927, -97.7424139 30.2833487, -97.7421754 30.2833304, -97.7421862 30.2832253, -97.7423108 30.2832349, -97.7423148 30.2831954, -97.7421749 30.2831847, -97.7421797 30.2831383, -97.7421736 30.2831378, -97.742175 30.2831243, -97.7421706 30.2831239, -97.742181 30.2830224, -97.7421846 30.2830227, -97.742186 30.2830083, -97.7421928 30.2830088, -97.7421968 30.2829695, -97.7422001 30.2829697, -97.7422005 30.2829657, -97.7422367 30.2829685, -97.7422358 30.282977, -97.7423942 30.2829892, -97.7423955 30.2829764, -97.7424379 30.2829797, -97.7424367 30.2829916, -97.7425662 30.2830016, -97.7425354 30.2833006, -97.7425221 30.2832996, -97.7425145 30.2833647, -97.742451 30.2833601))",institution,orange
place_of_worship,Texas Hillel Foundation,"POLYGON ((-97.7425148 30.2843589, -97.742531 30.2841759, -97.7427161 30.2841881, -97.742717 30.2841778, -97.7427063 30.2841771, -97.7427088 30.2841487, -97.7427211 30.2841495, -97.7427238 30.2841193, -97.7427118 30.2841185, -97.7427143 30.2840907, -97.7427272 30.2840915, -97.7427338 30.284017, -97.7427211 30.2840161, -97.7427239 30.2839836, -97.7427329 30.2839842, -97.7427341 30.2839706, -97.7429117 30.2839823, -97.7428833 30.2843033, -97.7428296 30.2842998, -97.7428225 30.2843792, -97.7425148 30.2843589))",institution,orange
place_of_worship,University Baptist Church,"POLYGON ((-97.7424392 30.284941, -97.7424538 30.2847749, -97.7425008 30.284778, -97.7424982 30.2848068, -97.742641 30.2848162, -97.742647 30.2847472, -97.7427179 30.2847518, -97.7427191 30.2847388, -97.742556 30.2847282, -97.7425539 30.2847521, -97.7424599 30.2847459, -97.7424772 30.2845489, -97.7426488 30.2845601, -97.7426382 30.2846817, -97.7425573 30.2846764, -97.7425557 30.284694, -97.742769 30.284708, -97.742766 30.2847423, -97.7427571 30.2847417, -97.7427559 30.2847544, -97.74276 30.2847546, -97.742754 30.2848224, -97.7428181 30.2848266, -97.7428129 30.2848851, -97.742809 30.2848849, -97.7428019 30.2849659, -97.7424995 30.2849461, -97.7424996 30.284945, -97.7424392 30.284941))",institution,orange
place_of_worship,University Presbyterian Church,"POLYGON ((-97.742363 30.285807, -97.742391 30.285416, -97.7424 30.285416, -97.742405 30.285369, -97.742395 30.285369, -97.742413 30.285199, -97.742728 30.285223, -97.742731 30.285192, -97.74279 30.285196, -97.742771 30.285398, -97.742511 30.285379, -97.742504 30.285446, -97.742564 30.285451, -97.742541 30.285682, -97.742558 30.285683, -97.742562 30.285655, -97.742724 30.285667, -97.742723 30.285696, -97.742728 30.285696, -97.742715 30.285831, -97.742363 30.285807))",institution,orange
cafe,Möge Tee,"POLYGON ((-97.7422079 30.2828457, -97.7422119 30.2827894, -97.7422183 30.2827898, -97.7422194 30.2827736, -97.742446 30.2827856, -97.7424787 30.2827874, -97.7424735 30.2828598, -97.7422079 30.2828457))",coffee,green
place_of_worship,Violet Crown City Church,"POLYGON ((-97.723107 30.347869, -97.723099 30.347865, -97.723078 30.347897, -97.723038 30.347877, -97.723037 30.34788, -97.722839 30.347782, -97.722813 30.347659, -97.722848 30.347608, -97.723159 30.347762, -97.723185 30.347721, -97.722853 30.347559, -97.722838 30.347581, -97.722794 30.347558, -97.722808 30.347537, -97.722804 30.347535, -97.722827 30.347501, -97.722818 30.347496, -97.722829 30.34748, -97.722837 30.347484, -97.722889 30.347404, -97.7229 30.347409, -97.722917 30.347383, -97.722996 30.347422, -97.72298 30.347446, -97.722993 30.347453, -97.722973 30.347483, -97.723051 30.347522, -97.723049 30.347525, -97.723131 30.347566, -97.723135 30.34756, -97.723312 30.347647, -97.723302 30.347662, -97.723333 30.347678, -97.723408 30.347565, -97.723398 30.347561, -97.723403 30.347553, -97.723561 30.347631, -97.723508 30.347711, -97.723468 30.347691, -97.723328 30.347903, -97.723296 30.347887, -97.723286 30.347903, -97.723151 30.347835, -97.723123 30.347877, -97.723107 30.347869))",institution,orange
restaurant,Seven Spice,"POLYGON ((-97.750356 30.365621, -97.750263 30.365549, -97.750382 30.365434, -97.750479 30.36551, -97.75036 30.365624, -97.750356 30.365621))",cutlery,green
place_of_worship,Celebration Church Central Austin,"POLYGON ((-97.727189 30.329538, -97.727253 30.329434, -97.727352 30.329479, -97.72739 30.329417, -97.727431 30.329436, -97.727442 30.329418, -97.727297 30.329351, -97.727361 30.329249, -97.727385 30.32926, -97.727491 30.329089, -97.727619 30.329149, -97.727541 30.329274, -97.727597 30.3293, -97.727649 30.329217, -97.727719 30.32925, -97.727668 30.329332, -97.727681 30.329339, -97.727816 30.329306, -97.727928 30.329358, -97.727945 30.329416, -97.727827 30.329605, -97.727759 30.329618, -97.727651 30.329568, -97.727613 30.329453, -97.727589 30.329492, -97.72747 30.329436, -97.72746 30.329451, -97.727493 30.329467, -97.727391 30.329632, -97.727189 30.329538))",institution,orange
place_of_worship,Grace + Peace Austin,"POLYGON ((-97.72977 30.334842, -97.729116 30.33453, -97.729285 30.334264, -97.729567 30.334398, -97.729584 30.334372, -97.729613 30.334386, -97.729678 30.334284, -97.729623 30.334257, -97.729654 30.334209, -97.729708 30.334234, -97.729764 30.334146, -97.729897 30.33421, -97.729861 30.334267, -97.729885 30.334279, -97.729869 30.334304, -97.72998 30.334357, -97.729972 30.334369, -97.729984 30.334375, -97.729932 30.334456, -97.729924 30.334453, -97.729916 30.334465, -97.729802 30.33441, -97.729683 30.334598, -97.729895 30.334699, -97.729796 30.334854, -97.72977 30.334842))",institution,orange
place_of_worship,Koenig Lane Christian Church,"POLYGON ((-97.726551 30.329376, -97.726497 30.329351, -97.726489 30.329364, -97.726462 30.329351, -97.726471 30.329337, -97.726427 30.329317, -97.726569 30.329077, -97.726518 30.329054, -97.726562 30.328978, -97.726588 30.32899, -97.726707 30.328788, -97.72689 30.32887, -97.726837 30.328959, -97.726825 30.328954, -97.726812 30.328977, -97.726846 30.328992, -97.72686 30.328968, -97.727056 30.329055, -97.726981 30.329182, -97.726785 30.329094, -97.726805 30.329061, -97.726777 30.329048, -97.726719 30.329146, -97.726697 30.329136, -97.726554 30.329377, -97.726551 30.329376))",institution,orange
pub,Lazarus Brewing Company,"POLYGON ((-97.7154792 30.3079528, -97.7153651 30.3081328, -97.7151986 30.3080541, -97.7153128 30.3078741, -97.7154792 30.3079528))",beer,green
restaurant,JewBoy Burgers,"POLYGON ((-97.7149823 30.3126249, -97.71508 30.312633, -97.7150601 30.3128111, -97.7149624 30.312803, -97.7149823 30.3126249))",cutlery,green
restaurant,Rosé Gosé,"POLYGON ((-97.714649 30.313148, -97.714676 30.313104, -97.714664 30.313098, -97.71469 30.313056, -97.714706 30.313063, -97.714742 30.313005, -97.714891 30.313075, -97.714802 30.313219, -97.71476 30.313199, -97.714743 30.313227, -97.714708 30.31321, -97.714725 30.313183, -97.714649 30.313148))",cutlery,green
place_of_worship,Palri Pema Od Ling Buddhist Temple,"POLYGON ((-97.72338 30.306256, -97.723302 30.306218, -97.723377 30.306103, -97.723509 30.306168, -97.723434 30.306283, -97.72338 30.306256))",institution,orange
place_of_worship,Hyde Park Baptist Church,"POLYGON ((-97.73181 30.302855, -97.731596 30.302753, -97.731614 30.302713, -97.731241 30.302534, -97.731373 30.302327, -97.731368 30.302324, -97.73146 30.302179, -97.731444 30.302172, -97.731472 30.302128, -97.731487 30.302135, -97.731592 30.30197, -97.731617 30.301982, -97.731634 30.301955, -97.731609 30.301942, -97.731737 30.30174, -97.731765 30.301754, -97.73178 30.301729, -97.731752 30.301715, -97.731789 30.301657, -97.731775 30.301651, -97.731811 30.301594, -97.731826 30.301601, -97.731839 30.301581, -97.73218 30.301745, -97.732209 30.301698, -97.732444 30.30181, -97.732398 30.301883, -97.732503 30.301933, -97.732418 30.302067, -97.732425 30.302071, -97.732326 30.302226, -97.732132 30.302133, -97.732113 30.302163, -97.732208 30.302209, -97.732056 30.302449, -97.731962 30.302404, -97.731898 30.302506, -97.732023 30.302566, -97.732011 30.302585, -97.732081 30.302618, -97.731922 30.302869, -97.731851 30.302835, -97.731832 30.302866, -97.73181 30.302855))",institution,orange
place_of_worship,Trinity Church of Austin,"POLYGON ((-97.731413 30.302936, -97.731536 30.302995, -97.731523 30.303017, -97.731674 30.303089, -97.731682 30.303076, -97.731747 30.303107, -97.73165 30.303259, -97.731657 30.303262, -97.731625 30.303312, -97.731561 30.30328, -97.731577 30.303256, -97.731429 30.303185, -97.731336 30.303331, -97.731553 30.303436, -97.731478 30.303552, -97.731135 30.303386, -97.731171 30.303331, -97.731163 30.303327, -97.731413 30.302936))",institution,orange
place_of_worship,Red River Church,"POLYGON ((-97.719115 30.304415, -97.719204 30.304274, -97.719232 30.304287, -97.719267 30.304231, -97.71931 30.304252, -97.719338 30.304209, -97.719391 30.304234, -97.719364 30.304277, -97.719642 30.30441, -97.719487 30.304652, -97.719115 30.304474, -97.71914 30.304435, -97.719111 30.304421, -97.719115 30.304415))",institution,orange
restaurant,Luby's,"POLYGON ((-97.743955 30.368573, -97.743944 30.368568, -97.744017 30.368449, -97.743912 30.3684, -97.743967 30.368311, -97.744072 30.368361, -97.744147 30.368241, -97.744385 30.368353, -97.744183 30.368676, -97.743955 30.368573))",cutlery,green
place_of_worship,Cameron Road Church of Christ,"POLYGON ((-97.698728 30.318407, -97.69887 30.318276, -97.699065 30.318435, -97.699129 30.318376, -97.698902 30.318191, -97.699067 30.318039, -97.69961 30.318481, -97.699556 30.318531, -97.69957 30.318542, -97.699533 30.318576, -97.699545 30.318586, -97.699489 30.318637, -97.6995 30.318645, -97.699417 30.318722, -97.699437 30.318738, -97.699413 30.31876, -97.699458 30.318796, -97.699365 30.318883, -97.699318 30.318844, -97.699296 30.318864, -97.699019 30.318638, -97.698934 30.318717, -97.698831 30.318633, -97.698912 30.318558, -97.698728 30.318407))",institution,orange
place_of_worship,Iglesia de Cristo,"POLYGON ((-97.7106412 30.2999501, -97.7106521 30.2998961, -97.7106083 30.2998886, -97.7106194 30.2998356, -97.7106598 30.2998415, -97.7106757 30.2997636, -97.7107796 30.2997796, -97.7107315 30.3000163, -97.7106317 30.3000008, -97.7106412 30.2999501))",institution,orange
place_of_worship,Islamic Center of Greater Austin,"POLYGON ((-97.6867057 30.2994972, -97.6867207 30.2994832, -97.6870057 30.2997112, -97.6868537 30.2998542, -97.6865687 30.2996262, -97.6867057 30.2994972))",institution,orange
restaurant,Haymaker,"POLYGON ((-97.7175743 30.2848558, -97.7174762 30.2848713, -97.7174296 30.2846515, -97.7175958 30.2846252, -97.7175929 30.2846119, -97.7176193 30.2846078, -97.7176296 30.2846564, -97.7176911 30.2846466, -97.7177529 30.2849384, -97.717597 30.284963, -97.7175743 30.2848558))",cutlery,green
cafe,Civil Goat,"POLYGON ((-97.714566 30.285249, -97.714562 30.285226, -97.714688 30.285209, -97.714701 30.285284, -97.714576 30.285301, -97.714566 30.285249))",coffee,green
social_centre,Louis IX Hall,"POLYGON ((-97.7308262 30.3532902, -97.7306492 30.3532072, -97.7306192 30.3532552, -97.7305622 30.3532292, -97.7305932 30.3531802, -97.7305192 30.3531452, -97.7306642 30.3529122, -97.7310852 30.3531082, -97.7308942 30.3534162, -97.7307912 30.3533692, -97.7308372 30.3532952, -97.7308262 30.3532902))",institution,orange
place_of_worship,Crestview Baptist Church,"POLYGON ((-97.723523 30.348366, -97.723457 30.348335, -97.723474 30.34831, -97.723459 30.348302, -97.723607 30.34807, -97.723889 30.348206, -97.7238965 30.3481952, -97.723904 30.348182, -97.723652 30.34806, -97.723817 30.347805, -97.72389 30.347822, -97.723905 30.347799, -97.72405 30.347869, -97.724033 30.347894, -97.724071 30.347926, -97.723966 30.348089, -97.724092 30.34815, -97.724186 30.348006, -97.724256 30.348039, -97.724264 30.348027, -97.724291 30.34804, -97.724284 30.348051, -97.724296 30.348057, -97.724155 30.348271, -97.724047 30.348218, -97.724072 30.348181, -97.723975 30.348132, -97.7239271 30.3482073, -97.723919 30.34822, -97.724032 30.348274, -97.724034 30.34827, -97.724323 30.348409, -97.724304 30.348438, -97.724262 30.348417, -97.724244 30.348444, -97.724267 30.348455, -97.724228 30.348516, -97.723972 30.348393, -97.72398 30.348381, -97.72397 30.348377, -97.723871 30.348533, -97.723523 30.348366))",institution,orange
place_of_worship,Joshua Presbyterian Church,"POLYGON ((-97.734177 30.344782, -97.734188 30.344764, -97.734058 30.344704, -97.734068 30.344687, -97.734015 30.344662, -97.733998 30.344611, -97.734027 30.344563, -97.73402 30.344537, -97.734068 30.34446, -97.734099 30.344474, -97.734113 30.344452, -97.734397 30.344584, -97.734444 30.344508, -97.73422 30.344404, -97.734279 30.344309, -97.734475 30.3444, -97.734487 30.34438, -97.734517 30.344394, -97.734552 30.344336, -97.734647 30.34438, -97.734404 30.344773, -97.734274 30.344712, -97.73421 30.344816, -97.734168 30.344796, -97.734177 30.344782))",institution,orange
place_of_worship,Episcopal Church of the Resurrection,"POLYGON ((-97.735751 30.345183, -97.735748 30.345182, -97.735853 30.345017, -97.735895 30.345037, -97.735909 30.34503, -97.735935 30.344989, -97.736182 30.345108, -97.736156 30.345148, -97.736239 30.345189, -97.736209 30.345236, -97.736219 30.345266, -97.736188 30.345314, -97.736152 30.345324, -97.736119 30.345376, -97.736034 30.345336, -97.736009 30.345375, -97.735763 30.345257, -97.735788 30.345218, -97.73579 30.345201, -97.735751 30.345183))",institution,orange
restaurant,Tumble22,"POLYGON ((-97.7352786 30.3480718, -97.7352456 30.3480563, -97.7352676 30.3480213, -97.7351774 30.3479791, -97.7352001 30.3479429, -97.7351935 30.3479398, -97.7352426 30.3478617, -97.7353895 30.3479305, -97.7353982 30.3479166, -97.735461 30.347946, -97.7354498 30.3479638, -97.7354711 30.3479737, -97.7354006 30.3480858, -97.7352995 30.3480385, -97.7352786 30.3480718))",cutlery,green
place_of_worship,Church at East,"POLYGON ((-97.714192 30.29186, -97.714207 30.291838, -97.713998 30.291734, -97.714028 30.291687, -97.713987 30.291667, -97.714003 30.291642, -97.713971 30.291626, -97.713969 30.29163, -97.713965 30.291628, -97.713949 30.291651, -97.713869 30.291611, -97.713977 30.291449, -97.713982 30.291451, -97.714038 30.291366, -97.714026 30.291359, -97.714063 30.291303, -97.714155 30.291349, -97.714135 30.291379, -97.714188 30.291406, -97.714195 30.291396, -97.714211 30.291404, -97.714205 30.291414, -97.714235 30.291429, -97.714242 30.291418, -97.714264 30.291429, -97.714257 30.29144, -97.714291 30.291457, -97.714299 30.291444, -97.714321 30.291455, -97.714312 30.291468, -97.714336 30.29148, -97.714344 30.291468, -97.714368 30.29148, -97.71436 30.291492, -97.714392 30.291508, -97.714401 30.291495, -97.71442 30.291505, -97.714411 30.291518, -97.714439 30.291532, -97.714402 30.291588, -97.714423 30.291599, -97.714409 30.291621, -97.714151 30.291493, -97.714069 30.291618, -97.714277 30.291721, -97.714289 30.291702, -97.714361 30.291738, -97.714259 30.291893, -97.714192 30.29186))",institution,orange
cafe,Brentwood Social House,"POLYGON ((-97.735171 30.332395, -97.735069 30.332345, -97.735079 30.33233, -97.73502 30.3323, -97.735094 30.332188, -97.735163 30.332222, -97.73517 30.332211, -97.735261 30.332256, -97.735243 30.332284, -97.73525 30.332287, -97.735177 30.332398, -97.735171 30.332395))",coffee,green
bar,Little Woodrows,"POLYGON ((-97.739467 30.328982, -97.739555 30.328978, -97.739557 30.329, -97.739631 30.328996, -97.739634 30.329056, -97.739699 30.329053, -97.73971 30.32922, -97.739483 30.329231, -97.739467 30.328982))",beer,green
cafe,Avenue B Grocery,"POLYGON ((-97.731349 30.308949, -97.731486 30.309019, -97.731479 30.30903, -97.731555 30.30907, -97.73152 30.309122, -97.731306 30.309012, -97.731349 30.308949))",coffee,green
place_of_worship,Church of Christ in Hyde Park,"POLYGON ((-97.731998 30.307989, -97.731927 30.307955, -97.731886 30.308019, -97.731806 30.307981, -97.731847 30.307917, -97.731836 30.307912, -97.731866 30.307865, -97.731858 30.307861, -97.732024 30.307602, -97.732368 30.307768, -97.732173 30.308073, -97.731998 30.307989))",institution,orange
place_of_worship,Church of Glad Tidings,"POLYGON ((-97.74703 30.335112, -97.746972 30.334994, -97.747261 30.334887, -97.747277 30.334919, -97.747307 30.334908, -97.747287 30.334868, -97.747287 30.334848, -97.747262 30.334798, -97.747498 30.33471, -97.747522 30.334758, -97.747538 30.334752, -97.74755 30.334777, -97.747599 30.334758, -97.747641 30.334624, -97.747919 30.334521, -97.74844 30.334645, -97.748441 30.334705, -97.747944 30.334889, -97.747875 30.334748, -97.747856 30.334755, -97.74786 30.334764, -97.747798 30.334787, -97.747795 30.334781, -97.747788 30.334784, -97.747864 30.33494, -97.747692 30.335004, -97.747626 30.334868, -97.747334 30.334976, -97.747347 30.335002, -97.747315 30.335014, -97.747358 30.335101, -97.747076 30.335206, -97.74703 30.335112))",institution,orange
place_of_worship,Northside Church of Christ,"POLYGON ((-97.731775 30.307614, -97.731626 30.307546, -97.731674 30.307467, -97.731822 30.307535, -97.7318 30.307573, -97.731812 30.307578, -97.731789 30.307616, -97.731777 30.307611, -97.731775 30.307614))",institution,orange
restaurant,Happy Chicks,"POLYGON ((-97.7387104 30.3400507, -97.7386205 30.3400195, -97.7386683 30.3399165, -97.7387583 30.3399476, -97.7387104 30.3400507))",cutlery,green
cafe,Terrible Love,"POLYGON ((-97.7357784 30.3046097, -97.7357534 30.3045977, -97.7357574 30.3045917, -97.7356874 30.3045577, -97.7357544 30.3044527, -97.7358254 30.3044867, -97.7358304 30.3044807, -97.7358564 30.3044927, -97.7358524 30.3044987, -97.7358754 30.3045097, -97.7358084 30.3046157, -97.7357824 30.3046037, -97.7357784 30.3046097))",coffee,green
restaurant,Aster's Ethiopian Restaurant,"POLYGON ((-97.724968 30.2871777, -97.724992 30.2871887, -97.724998 30.2871797, -97.725011 30.2871857, -97.725005 30.2871947, -97.725109 30.2872457, -97.72512 30.2872297, -97.725159 30.2872487, -97.72515 30.2872637, -97.725156 30.2872667, -97.7251 30.2873527, -97.724938 30.2872737, -97.724942 30.2872667, -97.724907 30.2872497, -97.724915 30.2872367, -97.724926 30.2872417, -97.724968 30.2871777))",cutlery,green
cafe,Épicerie,"POLYGON ((-97.7436493 30.3244243, -97.7437468 30.3244191, -97.743751 30.324478, -97.7437444 30.3244783, -97.7437528 30.3245966, -97.743693 30.3245998, -97.7436939 30.3246127, -97.7436236 30.3246164, -97.7436209 30.3245791, -97.7436167 30.3245793, -97.7436122 30.3245164, -97.7436557 30.3245141, -97.7436493 30.3244243))",coffee,green
library,Austin Public Library - Old Quarry Branch,"POLYGON ((-97.754967 30.35292, -97.755023 30.352833, -97.755418 30.353023, -97.755402 30.353047, -97.755408 30.35305, -97.755365 30.353116, -97.755336 30.353102, -97.7553 30.353159, -97.754929 30.352979, -97.754967 30.35292))",book,orange
restaurant,Lone Star Kolaches,"POLYGON ((-97.729591 30.355931, -97.729588 30.355931, -97.729612 30.355836, -97.729594 30.355833, -97.729609 30.355773, -97.729747 30.3558, -97.729707 30.355954, -97.729591 30.355931))",cutlery,green
restaurant,Chili's,"POLYGON ((-97.738367 30.313215, -97.738478 30.313207, -97.738487 30.313298, -97.738562 30.313293, -97.738566 30.313331, -97.738559 30.313351, -97.738504 30.313355, -97.738503 30.313352, -97.738493 30.313353, -97.738501 30.313429, -97.73828 30.313446, -97.738269 30.313337, -97.738262 30.313338, -97.738261 30.313331, -97.738228 30.313333, -97.738224 30.31329, -97.738257 30.313287, -97.738256 30.313278, -97.738264 30.313278, -97.738259 30.313225, -97.738276 30.313224, -97.738275 30.313211, -97.738307 30.313208, -97.738308 30.313219, -97.73832 30.313219, -97.738319 30.313208, -97.73835 30.313206, -97.738351 30.313216, -97.738367 30.313215))",cutlery,green
place_of_worship,Nandgam Haveli,"POLYGON ((-97.765548 30.488646, -97.765438 30.488636, -97.765468 30.488402, -97.765634 30.488418, -97.765604 30.488652, -97.765548 30.488646))",institution,orange
place_of_worship,First United Methodist Church of Austin,"POLYGON ((-97.7427995 30.2749027, -97.742437 30.2747949, -97.7424852 30.2746702, -97.7425187 30.2745733, -97.742524 30.2745726, -97.7425628 30.2745823, -97.742566 30.2745781, -97.7428383 30.2746559, -97.7428366 30.2746631, -97.7428819 30.2746762, -97.7427995 30.2749027))",institution,orange
place_of_worship,St. Martin's Ev. Lutheran Church,"POLYGON ((-97.745361 30.279431, -97.745384 30.279369, -97.745248 30.279331, -97.745235 30.279365, -97.745111 30.279331, -97.745102 30.279357, -97.745025 30.279336, -97.745109 30.279104, -97.745135 30.279111, -97.745145 30.279083, -97.745336 30.279135, -97.745369 30.279124, -97.7454 30.279037, -97.745463 30.279055, -97.7454983 30.2790427, -97.7453168 30.2789932, -97.745307 30.2790158, -97.745187 30.2789845, -97.7451981 30.2789565, -97.7451375 30.2789418, -97.7452081 30.2787492, -97.7452703 30.2787677, -97.7452791 30.2787433, -97.7453944 30.2787723, -97.7453842 30.278798, -97.745679 30.2788808, -97.7456292 30.2790191, -97.745723 30.279042, -97.745698 30.279112, -97.74572 30.279118, -97.745699 30.279175, -97.745677 30.279169, -97.745667 30.279198, -97.745643 30.279191, -97.745611 30.27928, -97.745727 30.279312, -97.745676 30.279451, -97.745437 30.279386, -97.745411 30.279455, -97.745358 30.27944, -97.745361 30.279431))",institution,orange
cafe,Starbucks,"POLYGON ((-97.7443627 30.2780221, -97.7445349 30.278071, -97.7445042 30.2781512, -97.7444516 30.2781362, -97.7443323 30.2781022, -97.7443627 30.2780221))",coffee,green
restaurant,Azul Tequila,"POLYGON ((-97.763948 30.342723, -97.763973 30.34267, -97.764007 30.342681, -97.76402 30.342651, -97.764061 30.342665, -97.764047 30.342697, -97.76412 30.342722, -97.764064 30.342844, -97.763916 30.342793, -97.763948 30.342723))",cutlery,green
place_of_worship,The Church at Highland Park,"POLYGON ((-97.7600214 30.3353193, -97.7600061 30.3353451, -97.759866 30.3352834, -97.7598972 30.3352306, -97.7596978 30.3351428, -97.7596823 30.3351691, -97.7595759 30.3351222, -97.7596666 30.3349688, -97.7596859 30.3349773, -97.7597022 30.3349497, -97.7597737 30.3349812, -97.7597895 30.3349544, -97.7599619 30.3350304, -97.7599289 30.3350863, -97.759975 30.3351066, -97.7600113 30.3350452, -97.7600716 30.3350718, -97.7601886 30.334874, -97.7604382 30.3349839, -97.7603657 30.3351066, -97.7604769 30.3351556, -97.760306 30.3354446, -97.7600214 30.3353193))",institution,orange
place_of_worship,Transfiguration Greek Orthodox Church,"POLYGON ((-97.839137 30.304662, -97.839094 30.304662, -97.839094 30.304628, -97.839055 30.304629, -97.839015 30.304593, -97.839014 30.304546, -97.839048 30.304513, -97.839053 30.304513, -97.839053 30.304498, -97.839073 30.304478, -97.839267 30.304476, -97.839267 30.304487, -97.839361 30.304486, -97.839361 30.304496, -97.839374 30.304495, -97.839428 30.304549, -97.839429 30.304615, -97.839363 30.304671, -97.839305 30.304672, -97.839305 30.304665, -97.839269 30.304666, -97.839269 30.30468, -97.839141 30.304681, -97.839141 30.304662, -97.839137 30.304662))",institution,orange
